run_date,tracked_at,marketplace,group,keyword,asin,scan_status,scanned_pages,found_any,page_est
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,shelf liners for kitchen shelves,B0BN5R2L4Q,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,shelf liners for kitchen shelves,B0BN5NTWZR,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,shelf liners for kitchen shelves,B0BN5Y4WW6,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,shelf liners for kitchen shelves,B0BN5P95C4,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,shelf liners for kitchen shelves,B0BN5QLGTC,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,shelf liners for kitchen shelves,B0BN5QG1KJ,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,shelf liners for kitchen shelves,B0BN5NVRF5,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,shelf liners for kitchen shelves,B0BN5PMK3V,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,shelf liners for kitchen shelves,B0BN5P7KMN,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,shelf liners for kitchen shelves,B0BN5P73JD,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,shelf liners for kitchen shelves,B0BN5P232F,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,shelf liners for kitchen shelves,B0BN631JD4,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,shelf liners for kitchen shelves,B0BN5PJ762,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,shelf liners for kitchen shelves,B0BN5P55SW,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,shelf liners for kitchen shelves,B0BN5QKNF7,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,shelf liners for kitchen shelves,B0BN5NZCGH,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,shelf liners for kitchen shelves,B0CN177JS7,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,shelf liners for kitchen shelves,B0BN5MLSSR,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,shelf liners for kitchen shelves,B0CJR94LNG,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,shelf liners for kitchen shelves,B0CJR9B2KC,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,shelf liners for kitchen shelves,B0CJR9748V,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,shelf liners for kitchen shelves,B0CJR9TTCR,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,shelf liners for kitchen shelves,B0CJR97J2H,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,shelf liners for kitchen shelves,B0CJR94WSS,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,shelf liners for kitchen shelves,B0CJRC7W4H,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,shelf liners for kitchen shelves,B0CJJP2RLH,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,shelf liners for kitchen shelves,B0CJJRQ1JD,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,shelf liners for kitchen shelves,B0CJJS7PSX,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,shelf liners for kitchen shelves,B0CJJPJP4M,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,shelf liners for kitchen shelves,B0CJJSVBSJ,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,shelf liners for kitchen shelves,B0CJJR4LNW,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,shelf liners for kitchen shelves,B0CJJR6WGL,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,shelf liners for kitchen shelves,B0BTTD6CK7,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,shelf liners for kitchen shelves,B0BTT8W68J,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,shelf liners for kitchen shelves,B0BTTCZBLV,ok,7,True,2
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,shelf liners for kitchen shelves,B0F48MBLV4,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,shelf liners for kitchen shelves,B0F48FKZXS,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,shelf liners for kitchen shelves,B0F48HZBYQ,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,shelf liners for kitchen shelves,B0F48HNNB1,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,shelf liners for kitchen shelves,B0CYQ3LYSM,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,cupboard sheets for wardrobe,B0BN5R2L4Q,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,cupboard sheets for wardrobe,B0BN5NTWZR,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,cupboard sheets for wardrobe,B0BN5Y4WW6,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,cupboard sheets for wardrobe,B0BN5P95C4,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,cupboard sheets for wardrobe,B0BN5QLGTC,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,cupboard sheets for wardrobe,B0BN5QG1KJ,ok,7,True,3
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,cupboard sheets for wardrobe,B0BN5NVRF5,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,cupboard sheets for wardrobe,B0BN5PMK3V,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,cupboard sheets for wardrobe,B0BN5P7KMN,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,cupboard sheets for wardrobe,B0BN5P73JD,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,cupboard sheets for wardrobe,B0BN5P232F,ok,7,True,3
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,cupboard sheets for wardrobe,B0BN631JD4,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,cupboard sheets for wardrobe,B0BN5PJ762,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,cupboard sheets for wardrobe,B0BN5P55SW,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,cupboard sheets for wardrobe,B0BN5QKNF7,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,cupboard sheets for wardrobe,B0BN5NZCGH,ok,7,True,3
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,cupboard sheets for wardrobe,B0CN177JS7,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,cupboard sheets for wardrobe,B0BN5MLSSR,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,cupboard sheets for wardrobe,B0CJR94LNG,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,cupboard sheets for wardrobe,B0CJR9B2KC,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,cupboard sheets for wardrobe,B0CJR9748V,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,cupboard sheets for wardrobe,B0CJR9TTCR,ok,7,True,3
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,cupboard sheets for wardrobe,B0CJR97J2H,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,cupboard sheets for wardrobe,B0CJR94WSS,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,cupboard sheets for wardrobe,B0CJRC7W4H,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,cupboard sheets for wardrobe,B0CJJP2RLH,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,cupboard sheets for wardrobe,B0CJJRQ1JD,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,cupboard sheets for wardrobe,B0CJJS7PSX,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,cupboard sheets for wardrobe,B0CJJPJP4M,ok,7,True,3
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,cupboard sheets for wardrobe,B0CJJSVBSJ,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,cupboard sheets for wardrobe,B0CJJR4LNW,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,cupboard sheets for wardrobe,B0CJJR6WGL,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,cupboard sheets for wardrobe,B0BTTD6CK7,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,cupboard sheets for wardrobe,B0BTT8W68J,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,cupboard sheets for wardrobe,B0BTTCZBLV,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,cupboard sheets for wardrobe,B0F48MBLV4,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,cupboard sheets for wardrobe,B0F48FKZXS,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,cupboard sheets for wardrobe,B0F48HZBYQ,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,cupboard sheets for wardrobe,B0F48HNNB1,ok,7,False,
17-01-2026,17-01-2026 19:27:38,www.amazon.in,emount_group_asm,cupboard sheets for wardrobe,B0CYQ3LYSM,ok,7,False,
