source,position_in_search,asin,title,url,price,rating,sponsored,badge_detected,link_clickable,sponsored_hint_on_pdp,click_method
search_results,1.0,B0BQ3N5J3C,"Anveshan A2 Gir Cow Ghee Bilona Method 1Liter, Traditional Bilona Method, Cultured, Immunity Booster, Pure, Natural, Healthy, Fresh, Lactose And Gluten Free",https://amazon.in/sspa/click?ie=UTF8&spc=MToyMTM2ODMzODM4OTY4Njk6MTc3NDU0OTU4NDpzcF9hdGY6MzAwNzIyNzY3ODM4MjMyOjowOjo&url=%2FAnveshan-Traditional-Cultured-Immunity-Booster%2Fdp%2FB0BQ3N5J3C%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.vLk5VJE0bBte2CL7K9kV84O06K_psTb8_DcL4AEVlb1AdQ0Qyf7ps0Giu_NQ3ewm43nn77qAIlrE_8ctkP_vBershGEpJVTzzbvFDhOrWP0rPc6ZU7CAJfaTDj9fUzqepI-nLIVcwnYH9exhIQKBpxytio4wv4Tcq3Kz4uXwNSrzksxhNTdqp7219EeLp0CFYVvXH4IUVtZCjEvwRQyHjBZAM2cOHUFqZCFj1HwCmldjkkbKcNk1rLzLnA9WyM2RX8L5rZleXeNUtZUrQDUoK_aB4MdNd-GQVxylkXgPo94.qj-v0uMNqdWb-FaqdFFJC6aCzZdvZ_CxMgq1qCrJsRE%26dib_tag%3Dse%26keywords%3DCow%2Bghee%26qid%3D1774549584%26sr%3D8-1-spons%26aref%3D63bzq1fX15%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&aref=63bzq1fX15&sp_cr=ZAZ,"₹1,784",4.3 out of 5 stars,True,Sponsored,True,,
search_results,2.0,B07C7LR59W,"Vedic Ghee Premium A2 Gir Cow Cultured Desi Ghee from Kesariya Farm | Vedic Bilona Two Way Churned | Indian Gir Cow Ghee, Pure A2 Ghee, Natural & Healthy, Non-GMO | Lab Certified (1L)",https://amazon.in/sspa/click?ie=UTF8&spc=MToyMTM2ODMzODM4OTY4Njk6MTc3NDU0OTU4NDpzcF9hdGY6MzAwOTQ3Mzg4Nzk3MDMyOjowOjo&url=%2FVedic-Ghee-Kesariya-Farm-1000ml%2Fdp%2FB07C7LR59W%2Fref%3Dsr_1_2_sspa%3Fdib%3DeyJ2IjoiMSJ9.vLk5VJE0bBte2CL7K9kV84O06K_psTb8_DcL4AEVlb1AdQ0Qyf7ps0Giu_NQ3ewm43nn77qAIlrE_8ctkP_vBershGEpJVTzzbvFDhOrWP0rPc6ZU7CAJfaTDj9fUzqepI-nLIVcwnYH9exhIQKBpxytio4wv4Tcq3Kz4uXwNSrzksxhNTdqp7219EeLp0CFYVvXH4IUVtZCjEvwRQyHjBZAM2cOHUFqZCFj1HwCmldjkkbKcNk1rLzLnA9WyM2RX8L5rZleXeNUtZUrQDUoK_aB4MdNd-GQVxylkXgPo94.qj-v0uMNqdWb-FaqdFFJC6aCzZdvZ_CxMgq1qCrJsRE%26dib_tag%3Dse%26keywords%3DCow%2Bghee%26qid%3D1774549584%26sr%3D8-2-spons%26aref%3DKUcaBdHoej%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&aref=KUcaBdHoej&sp_cr=ZAZ,"₹2,049",4.1 out of 5 stars,True,Sponsored,True,,
search_results,3.0,B07VPZP4G1,"GirOrganic A2 Cow Ghee - Pure 1 Litre Glass Bottle Ghee | 100% Gir Cow Ghee | Vedic Bilona Method | Grassfed, Cultured, Premium & Traditional Ghee | Immunity Booster | Gopal Ratna Award Winner 2023",https://amazon.in/sspa/click?ie=UTF8&spc=MToyMTM2ODMzODM4OTY4Njk6MTc3NDU0OTU4NDpzcF9hdGY6MzAwMjc4OTg0NjYxMzMyOjowOjo&url=%2FGirOrganic-100-Pure-Bilona-Method%2Fdp%2FB07VPZP4G1%2Fref%3Dsr_1_3_sspa%3Fdib%3DeyJ2IjoiMSJ9.vLk5VJE0bBte2CL7K9kV84O06K_psTb8_DcL4AEVlb1AdQ0Qyf7ps0Giu_NQ3ewm43nn77qAIlrE_8ctkP_vBershGEpJVTzzbvFDhOrWP0rPc6ZU7CAJfaTDj9fUzqepI-nLIVcwnYH9exhIQKBpxytio4wv4Tcq3Kz4uXwNSrzksxhNTdqp7219EeLp0CFYVvXH4IUVtZCjEvwRQyHjBZAM2cOHUFqZCFj1HwCmldjkkbKcNk1rLzLnA9WyM2RX8L5rZleXeNUtZUrQDUoK_aB4MdNd-GQVxylkXgPo94.qj-v0uMNqdWb-FaqdFFJC6aCzZdvZ_CxMgq1qCrJsRE%26dib_tag%3Dse%26keywords%3DCow%2Bghee%26qid%3D1774549584%26sr%3D8-3-spons%26aref%3D2r5QzxBdxq%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&aref=2r5QzxBdxq&sp_cr=ZAZ,"₹2,777",4.2 out of 5 stars,True,Sponsored,True,,
search_results,4.0,B0G6KNWXL4,"Love of India Desi Cow Ghee 1 Litre | Crafted using Traditional Indian Method | Danedar, Natural & Pure Cow Ghee | Ideal For Everyday Cooking & Puja",https://amazon.in/sspa/click?ie=UTF8&spc=MToyMTM2ODMzODM4OTY4Njk6MTc3NDU0OTU4NDpzcF9hdGY6MzAwODcxMDYxMzg0MjMyOjowOjo&url=%2FCrafted-Traditional-Danedar-Natural-Everyday%2Fdp%2FB0G6KNWXL4%2Fref%3Dsr_1_4_sspa%3Fdib%3DeyJ2IjoiMSJ9.vLk5VJE0bBte2CL7K9kV84O06K_psTb8_DcL4AEVlb1AdQ0Qyf7ps0Giu_NQ3ewm43nn77qAIlrE_8ctkP_vBershGEpJVTzzbvFDhOrWP0rPc6ZU7CAJfaTDj9fUzqepI-nLIVcwnYH9exhIQKBpxytio4wv4Tcq3Kz4uXwNSrzksxhNTdqp7219EeLp0CFYVvXH4IUVtZCjEvwRQyHjBZAM2cOHUFqZCFj1HwCmldjkkbKcNk1rLzLnA9WyM2RX8L5rZleXeNUtZUrQDUoK_aB4MdNd-GQVxylkXgPo94.qj-v0uMNqdWb-FaqdFFJC6aCzZdvZ_CxMgq1qCrJsRE%26dib_tag%3Dse%26keywords%3DCow%2Bghee%26qid%3D1774549584%26sr%3D8-4-spons%26aref%3DqGYA8MecNS%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&aref=qGYA8MecNS&sp_cr=ZAZ,₹899,4.4 out of 5 stars,True,Sponsored,True,,
search_results,5.0,B07D3CXH7H,"Aashirvaad Pure Cow Ghee, Tetrapack, Rich Aroma, 1L",https://amazon.in/Aashirvaad-Svasti-Ghee-1L/dp/B07D3CXH7H/ref=sr_1_5_in_f3_0o_fs_mod_primary_alm?dib=eyJ2IjoiMSJ9.vLk5VJE0bBte2CL7K9kV84O06K_psTb8_DcL4AEVlb1AdQ0Qyf7ps0Giu_NQ3ewm43nn77qAIlrE_8ctkP_vBershGEpJVTzzbvFDhOrWP0rPc6ZU7CAJfaTDj9fUzqepI-nLIVcwnYH9exhIQKBpxytio4wv4Tcq3Kz4uXwNSrzksxhNTdqp7219EeLp0CFYVvXH4IUVtZCjEvwRQyHjBZAM2cOHUFqZCFj1HwCmldjkkbKcNk1rLzLnA9WyM2RX8L5rZleXeNUtZUrQDUoK_aB4MdNd-GQVxylkXgPo94.qj-v0uMNqdWb-FaqdFFJC6aCzZdvZ_CxMgq1qCrJsRE&dib_tag=se&keywords=Cow+ghee&qid=1774549584&sbo=m6DjfpMzMLDmL8pSMKX8hw%3D%3D&sr=8-5,₹710,4.2 out of 5 stars,False,,True,,
search_results,6.0,B098M9WFCB,Baidyanath Asli Ayurved Cow Desi Ghee - 1 Litre,https://amazon.in/Baidyanath-Digestion-Immunity-Naturally-Improves/dp/B098M9WFCB/ref=sr_1_6?dib=eyJ2IjoiMSJ9.vLk5VJE0bBte2CL7K9kV84O06K_psTb8_DcL4AEVlb1AdQ0Qyf7ps0Giu_NQ3ewm43nn77qAIlrE_8ctkP_vBershGEpJVTzzbvFDhOrWP0rPc6ZU7CAJfaTDj9fUzqepI-nLIVcwnYH9exhIQKBpxytio4wv4Tcq3Kz4uXwNSrzksxhNTdqp7219EeLp0CFYVvXH4IUVtZCjEvwRQyHjBZAM2cOHUFqZCFj1HwCmldjkkbKcNk1rLzLnA9WyM2RX8L5rZleXeNUtZUrQDUoK_aB4MdNd-GQVxylkXgPo94.qj-v0uMNqdWb-FaqdFFJC6aCzZdvZ_CxMgq1qCrJsRE&dib_tag=se&keywords=Cow+ghee&qid=1774549584&sr=8-6,₹565,3.7 out of 5 stars,False,,True,,
search_results,7.0,B01DKPA876,"Patanjali Cow's Ghee, 1L(1 kg)",https://amazon.in/Patanjali-Cows-Ghee-1L/dp/B01DKPA876/ref=sr_1_7_in_f3_0o_fs_mod_primary_alm?dib=eyJ2IjoiMSJ9.vLk5VJE0bBte2CL7K9kV84O06K_psTb8_DcL4AEVlb1AdQ0Qyf7ps0Giu_NQ3ewm43nn77qAIlrE_8ctkP_vBershGEpJVTzzbvFDhOrWP0rPc6ZU7CAJfaTDj9fUzqepI-nLIVcwnYH9exhIQKBpxytio4wv4Tcq3Kz4uXwNSrzksxhNTdqp7219EeLp0CFYVvXH4IUVtZCjEvwRQyHjBZAM2cOHUFqZCFj1HwCmldjkkbKcNk1rLzLnA9WyM2RX8L5rZleXeNUtZUrQDUoK_aB4MdNd-GQVxylkXgPo94.qj-v0uMNqdWb-FaqdFFJC6aCzZdvZ_CxMgq1qCrJsRE&dib_tag=se&keywords=Cow+ghee&qid=1774549584&sbo=m6DjfpMzMLDmL8pSMKX8hw%3D%3D&sr=8-7,₹800,4.3 out of 5 stars,False,,True,,
search_results,8.0,B0F8V79HCJ,BRIJ GWALA Desi Cow Ghee |Made Traditionally From Curd |Pure Cow Ghee for Better Digestion and Immunity |-1 ltr jar-1,https://amazon.in/BRIJ-GWALA-Traditionally-Digestion-Immunity/dp/B0F8V79HCJ/ref=sr_1_8?dib=eyJ2IjoiMSJ9.vLk5VJE0bBte2CL7K9kV84O06K_psTb8_DcL4AEVlb1AdQ0Qyf7ps0Giu_NQ3ewm43nn77qAIlrE_8ctkP_vBershGEpJVTzzbvFDhOrWP0rPc6ZU7CAJfaTDj9fUzqepI-nLIVcwnYH9exhIQKBpxytio4wv4Tcq3Kz4uXwNSrzksxhNTdqp7219EeLp0CFYVvXH4IUVtZCjEvwRQyHjBZAM2cOHUFqZCFj1HwCmldjkkbKcNk1rLzLnA9WyM2RX8L5rZleXeNUtZUrQDUoK_aB4MdNd-GQVxylkXgPo94.qj-v0uMNqdWb-FaqdFFJC6aCzZdvZ_CxMgq1qCrJsRE&dib_tag=se&keywords=Cow+ghee&qid=1774549584&sr=8-8,₹409,3.1 out of 5 stars,False,,True,,
search_results,9.0,B009FV7VOS,"A TATA Product - Organic India Pure Cow Ghee, 500ml, Lab Tested on 600+ Parameters, Certified Organic, Glass Bottle, Sourced from Organically Fed Cows, Authentic Taste, Rich in Healthy Fat",https://amazon.in/TATA-Product-Parameters-Certified-Organically/dp/B009FV7VOS/ref=sr_1_9_in_f3_0o_fs_mod_primary_alm?dib=eyJ2IjoiMSJ9.vLk5VJE0bBte2CL7K9kV84O06K_psTb8_DcL4AEVlb1AdQ0Qyf7ps0Giu_NQ3ewm43nn77qAIlrE_8ctkP_vBershGEpJVTzzbvFDhOrWP0rPc6ZU7CAJfaTDj9fUzqepI-nLIVcwnYH9exhIQKBpxytio4wv4Tcq3Kz4uXwNSrzksxhNTdqp7219EeLp0CFYVvXH4IUVtZCjEvwRQyHjBZAM2cOHUFqZCFj1HwCmldjkkbKcNk1rLzLnA9WyM2RX8L5rZleXeNUtZUrQDUoK_aB4MdNd-GQVxylkXgPo94.qj-v0uMNqdWb-FaqdFFJC6aCzZdvZ_CxMgq1qCrJsRE&dib_tag=se&keywords=Cow+ghee&qid=1774549584&sbo=m6DjfpMzMLDmL8pSMKX8hw%3D%3D&sr=8-9,₹599,4.1 out of 5 stars,False,,True,,
search_results,10.0,B08KJG9VLJ,"Anveshan A2 Cow Ghee 1 Litre | Traditionally Bilona-Churned, Danedar Ghee | Aromatic| NABL Lab Tested (70+ tests), Cruelty-Free | Grass-Fed | Glass Jar",https://amazon.in/Anveshan-Curd-Churned-Natural-Healthy-Tested/dp/B08KJG9VLJ/ref=sr_1_10_in_f3_0o_fs_mod_primary_alm?dib=eyJ2IjoiMSJ9.vLk5VJE0bBte2CL7K9kV84O06K_psTb8_DcL4AEVlb1AdQ0Qyf7ps0Giu_NQ3ewm43nn77qAIlrE_8ctkP_vBershGEpJVTzzbvFDhOrWP0rPc6ZU7CAJfaTDj9fUzqepI-nLIVcwnYH9exhIQKBpxytio4wv4Tcq3Kz4uXwNSrzksxhNTdqp7219EeLp0CFYVvXH4IUVtZCjEvwRQyHjBZAM2cOHUFqZCFj1HwCmldjkkbKcNk1rLzLnA9WyM2RX8L5rZleXeNUtZUrQDUoK_aB4MdNd-GQVxylkXgPo94.qj-v0uMNqdWb-FaqdFFJC6aCzZdvZ_CxMgq1qCrJsRE&dib_tag=se&keywords=Cow+ghee&qid=1774549584&sbo=m6DjfpMzMLDmL8pSMKX8hw%3D%3D&sr=8-10,"₹1,524",4.2 out of 5 stars,False,,True,,
search_results,11.0,B08V9Y4Y25,Dabur 100% Pure Cow Ghee – 1000 ml | Daanedaar with Rich Aroma | Rich in Vitamin A | Provides Energy/Source of Energy,https://amazon.in/Dabur-100-Pure-Cow-Ghee/dp/B08V9Y4Y25/ref=sr_1_11?dib=eyJ2IjoiMSJ9.vLk5VJE0bBte2CL7K9kV84O06K_psTb8_DcL4AEVlb1AdQ0Qyf7ps0Giu_NQ3ewm43nn77qAIlrE_8ctkP_vBershGEpJVTzzbvFDhOrWP0rPc6ZU7CAJfaTDj9fUzqepI-nLIVcwnYH9exhIQKBpxytio4wv4Tcq3Kz4uXwNSrzksxhNTdqp7219EeLp0CFYVvXH4IUVtZCjEvwRQyHjBZAM2cOHUFqZCFj1HwCmldjkkbKcNk1rLzLnA9WyM2RX8L5rZleXeNUtZUrQDUoK_aB4MdNd-GQVxylkXgPo94.qj-v0uMNqdWb-FaqdFFJC6aCzZdvZ_CxMgq1qCrJsRE&dib_tag=se&keywords=Cow+ghee&qid=1774549584&sr=8-11,₹627,4.2 out of 5 stars,False,,True,,
search_results,12.0,B0G6KNWXL4,"Love of India Desi Cow Ghee 1 Litre | Crafted using Traditional Indian Method | Danedar, Natural & Pure Cow Ghee | Ideal For Everyday Cooking & Puja",https://amazon.in/Crafted-Traditional-Danedar-Natural-Everyday/dp/B0G6KNWXL4/ref=sr_1_12?dib=eyJ2IjoiMSJ9.vLk5VJE0bBte2CL7K9kV84O06K_psTb8_DcL4AEVlb1AdQ0Qyf7ps0Giu_NQ3ewm43nn77qAIlrE_8ctkP_vBershGEpJVTzzbvFDhOrWP0rPc6ZU7CAJfaTDj9fUzqepI-nLIVcwnYH9exhIQKBpxytio4wv4Tcq3Kz4uXwNSrzksxhNTdqp7219EeLp0CFYVvXH4IUVtZCjEvwRQyHjBZAM2cOHUFqZCFj1HwCmldjkkbKcNk1rLzLnA9WyM2RX8L5rZleXeNUtZUrQDUoK_aB4MdNd-GQVxylkXgPo94.qj-v0uMNqdWb-FaqdFFJC6aCzZdvZ_CxMgq1qCrJsRE&dib_tag=se&keywords=Cow+ghee&qid=1774549584&sr=8-12,₹899,4.4 out of 5 stars,True,Sponsored,True,,
search_results,13.0,B08SRCHGLY,"Mother Dairy Cow ghee Pack, 1 Liter",https://amazon.in/MOTHER-DAIRY-GHEE-CEKA-Pack/dp/B08SRCHGLY/ref=sr_1_13?dib=eyJ2IjoiMSJ9.vLk5VJE0bBte2CL7K9kV84O06K_psTb8_DcL4AEVlb1AdQ0Qyf7ps0Giu_NQ3ewm43nn77qAIlrE_8ctkP_vBershGEpJVTzzbvFDhOrWP0rPc6ZU7CAJfaTDj9fUzqepI-nLIVcwnYH9exhIQKBpxytio4wv4Tcq3Kz4uXwNSrzksxhNTdqp7219EeLp0CFYVvXH4IUVtZCjEvwRQyHjBZAM2cOHUFqZCFj1HwCmldjkkbKcNk1rLzLnA9WyM2RX8L5rZleXeNUtZUrQDUoK_aB4MdNd-GQVxylkXgPo94.qj-v0uMNqdWb-FaqdFFJC6aCzZdvZ_CxMgq1qCrJsRE&dib_tag=se&keywords=Cow+ghee&qid=1774549584&sr=8-13,₹685,4.2 out of 5 stars,False,,True,,
search_results,14.0,B0CP7M2RW6,"SATVIK PURE GHEE A2 Gir Cow Ghee 1 Litre Churned From Vedic Bilona Method Bilona Ghee A2 Cow Desi Ghee 1 Litre,1.49 Kilograms",https://amazon.in/SATVIK-PURE-GHEE-Churned-Bilona/dp/B0CP7M2RW6/ref=sr_1_14?dib=eyJ2IjoiMSJ9.vLk5VJE0bBte2CL7K9kV84O06K_psTb8_DcL4AEVlb1AdQ0Qyf7ps0Giu_NQ3ewm43nn77qAIlrE_8ctkP_vBershGEpJVTzzbvFDhOrWP0rPc6ZU7CAJfaTDj9fUzqepI-nLIVcwnYH9exhIQKBpxytio4wv4Tcq3Kz4uXwNSrzksxhNTdqp7219EeLp0CFYVvXH4IUVtZCjEvwRQyHjBZAM2cOHUFqZCFj1HwCmldjkkbKcNk1rLzLnA9WyM2RX8L5rZleXeNUtZUrQDUoK_aB4MdNd-GQVxylkXgPo94.qj-v0uMNqdWb-FaqdFFJC6aCzZdvZ_CxMgq1qCrJsRE&dib_tag=se&keywords=Cow+ghee&qid=1774549584&sr=8-14,"₹1,299",4.2 out of 5 stars,False,,True,,
search_results,15.0,B07WCTFG7N,BRIJ GWALA Desi Cow Ghee |Made Traditionally From Curd | Cow Ghee For Better Digestion And Immunity | 1 Ltr-1,https://amazon.in/Traditionally-Better-Digestion-Immunity-TetraPack/dp/B07WCTFG7N/ref=sr_1_15?dib=eyJ2IjoiMSJ9.vLk5VJE0bBte2CL7K9kV84O06K_psTb8_DcL4AEVlb1AdQ0Qyf7ps0Giu_NQ3ewm43nn77qAIlrE_8ctkP_vBershGEpJVTzzbvFDhOrWP0rPc6ZU7CAJfaTDj9fUzqepI-nLIVcwnYH9exhIQKBpxytio4wv4Tcq3Kz4uXwNSrzksxhNTdqp7219EeLp0CFYVvXH4IUVtZCjEvwRQyHjBZAM2cOHUFqZCFj1HwCmldjkkbKcNk1rLzLnA9WyM2RX8L5rZleXeNUtZUrQDUoK_aB4MdNd-GQVxylkXgPo94.qj-v0uMNqdWb-FaqdFFJC6aCzZdvZ_CxMgq1qCrJsRE&dib_tag=se&keywords=Cow+ghee&qid=1774549584&sr=8-15,₹409,3.3 out of 5 stars,False,,True,,
search_results,16.0,B085DZWQ9K,"Anveshan A2 Gir Cow Desi Ghee 500ML | Bilona Method | Curd-Churned & Cultured | Pure, Natural & Danedar | Lactose-Free, Gluten-Free | Grass-Fed | Lab Tested | Traditional Desi Ghee",https://amazon.in/Anveshan-Curd-Churned-Lactose-Free-Gluten-Free-Traditional/dp/B085DZWQ9K/ref=sr_1_16_in_f3_0o_fs_mod_primary_alm?dib=eyJ2IjoiMSJ9.vLk5VJE0bBte2CL7K9kV84O06K_psTb8_DcL4AEVlb1AdQ0Qyf7ps0Giu_NQ3ewm43nn77qAIlrE_8ctkP_vBershGEpJVTzzbvFDhOrWP0rPc6ZU7CAJfaTDj9fUzqepI-nLIVcwnYH9exhIQKBpxytio4wv4Tcq3Kz4uXwNSrzksxhNTdqp7219EeLp0CFYVvXH4IUVtZCjEvwRQyHjBZAM2cOHUFqZCFj1HwCmldjkkbKcNk1rLzLnA9WyM2RX8L5rZleXeNUtZUrQDUoK_aB4MdNd-GQVxylkXgPo94.qj-v0uMNqdWb-FaqdFFJC6aCzZdvZ_CxMgq1qCrJsRE&dib_tag=se&keywords=Cow+ghee&qid=1774549584&sbo=m6DjfpMzMLDmL8pSMKX8hw%3D%3D&sr=8-16,₹799,4.3 out of 5 stars,False,,True,,
search_results,17.0,B07SNRM6VP,Amazon Brand - Vedaka Cow Ghee | 1 L Jar | Rich Aroma,https://amazon.in/Amazon-Brand-Enhances-Preservatives-Artifical/dp/B07SNRM6VP/ref=sr_1_17_in_f3_0o_fs_mod_primary_alm?dib=eyJ2IjoiMSJ9.vLk5VJE0bBte2CL7K9kV84O06K_psTb8_DcL4AEVlb1AdQ0Qyf7ps0Giu_NQ3ewm43nn77qAIlrE_8ctkP_vBershGEpJVTzzbvFDhOrWP0rPc6ZU7CAJfaTDj9fUzqepI-nLIVcwnYH9exhIQKBpxytio4wv4Tcq3Kz4uXwNSrzksxhNTdqp7219EeLp0CFYVvXH4IUVtZCjEvwRQyHjBZAM2cOHUFqZCFj1HwCmldjkkbKcNk1rLzLnA9WyM2RX8L5rZleXeNUtZUrQDUoK_aB4MdNd-GQVxylkXgPo94.qj-v0uMNqdWb-FaqdFFJC6aCzZdvZ_CxMgq1qCrJsRE&dib_tag=se&keywords=Cow+ghee&qid=1774549584&sbo=m6DjfpMzMLDmL8pSMKX8hw%3D%3D&sr=8-17,₹729,4.0 out of 5 stars,False,,True,,
search_results,18.0,B075754F8H,"Nandini Pure Cow Ghee, 1 Litre (Pouch)",https://amazon.in/Nandini-Pure-Ghee-1L-Pouch/dp/B075754F8H/ref=sr_1_18?dib=eyJ2IjoiMSJ9.vLk5VJE0bBte2CL7K9kV84O06K_psTb8_DcL4AEVlb1AdQ0Qyf7ps0Giu_NQ3ewm43nn77qAIlrE_8ctkP_vBershGEpJVTzzbvFDhOrWP0rPc6ZU7CAJfaTDj9fUzqepI-nLIVcwnYH9exhIQKBpxytio4wv4Tcq3Kz4uXwNSrzksxhNTdqp7219EeLp0CFYVvXH4IUVtZCjEvwRQyHjBZAM2cOHUFqZCFj1HwCmldjkkbKcNk1rLzLnA9WyM2RX8L5rZleXeNUtZUrQDUoK_aB4MdNd-GQVxylkXgPo94.qj-v0uMNqdWb-FaqdFFJC6aCzZdvZ_CxMgq1qCrJsRE&dib_tag=se&keywords=Cow+ghee&qid=1774549584&sr=8-18,,4.5 out of 5 stars,False,,True,,
search_results,19.0,B0CY4NHFNP,"Go Fresho A2 Gir Cow ghee | Vedic Bilona Method | Pure, Natural & Healthy | 1000 ml Glass Bottle",https://amazon.in/Go-Fresho-Bilona-Natural-Healthy/dp/B0CY4NHFNP/ref=sr_1_19?dib=eyJ2IjoiMSJ9.vLk5VJE0bBte2CL7K9kV84O06K_psTb8_DcL4AEVlb1AdQ0Qyf7ps0Giu_NQ3ewm43nn77qAIlrE_8ctkP_vBershGEpJVTzzbvFDhOrWP0rPc6ZU7CAJfaTDj9fUzqepI-nLIVcwnYH9exhIQKBpxytio4wv4Tcq3Kz4uXwNSrzksxhNTdqp7219EeLp0CFYVvXH4IUVtZCjEvwRQyHjBZAM2cOHUFqZCFj1HwCmldjkkbKcNk1rLzLnA9WyM2RX8L5rZleXeNUtZUrQDUoK_aB4MdNd-GQVxylkXgPo94.qj-v0uMNqdWb-FaqdFFJC6aCzZdvZ_CxMgq1qCrJsRE&dib_tag=se&keywords=Cow+ghee&qid=1774549584&sr=8-19,₹939,4.6 out of 5 stars,False,,True,,
search_results,20.0,B01GRH8VIW,"Aashirvaad Pure Cow Ghee, PET Jar, Rich Aroma, 200ml",https://amazon.in/Aashirvaad-Svasti-Ghee-Pet-200ml/dp/B01GRH8VIW/ref=sr_1_20_in_f3_0o_fs?dib=eyJ2IjoiMSJ9.vLk5VJE0bBte2CL7K9kV84O06K_psTb8_DcL4AEVlb1AdQ0Qyf7ps0Giu_NQ3ewm43nn77qAIlrE_8ctkP_vBershGEpJVTzzbvFDhOrWP0rPc6ZU7CAJfaTDj9fUzqepI-nLIVcwnYH9exhIQKBpxytio4wv4Tcq3Kz4uXwNSrzksxhNTdqp7219EeLp0CFYVvXH4IUVtZCjEvwRQyHjBZAM2cOHUFqZCFj1HwCmldjkkbKcNk1rLzLnA9WyM2RX8L5rZleXeNUtZUrQDUoK_aB4MdNd-GQVxylkXgPo94.qj-v0uMNqdWb-FaqdFFJC6aCzZdvZ_CxMgq1qCrJsRE&dib_tag=se&keywords=Cow+ghee&qid=1774549584&sr=8-20,₹195,4.3 out of 5 stars,False,,True,,
search_results,21.0,B0BLW427G7,"ROSIER A2 Gir Cow Ghee (1 litre) | Traditional Bilona Method A2 Gir Cow Ghee | Grassfed, Pure and Healthy Desi Cow Ghee (Glass Bottle - 1000 ML)",https://amazon.in/sspa/click?ie=UTF8&spc=MToyMTM2ODMzODM4OTY4Njk6MTc3NDU0OTU4NDpzcF9tdGY6MzAwNjY1MjcxOTI2MTMyOjowOjo&url=%2FROSIER-Traditional-Bilona-Grassfed-Healthy%2Fdp%2FB0BLW427G7%2Fref%3Dsr_1_21_sspa%3Fdib%3DeyJ2IjoiMSJ9.vLk5VJE0bBte2CL7K9kV84O06K_psTb8_DcL4AEVlb1AdQ0Qyf7ps0Giu_NQ3ewm43nn77qAIlrE_8ctkP_vBershGEpJVTzzbvFDhOrWP0rPc6ZU7CAJfaTDj9fUzqepI-nLIVcwnYH9exhIQKBpxytio4wv4Tcq3Kz4uXwNSrzksxhNTdqp7219EeLp0CFYVvXH4IUVtZCjEvwRQyHjBZAM2cOHUFqZCFj1HwCmldjkkbKcNk1rLzLnA9WyM2RX8L5rZleXeNUtZUrQDUoK_aB4MdNd-GQVxylkXgPo94.qj-v0uMNqdWb-FaqdFFJC6aCzZdvZ_CxMgq1qCrJsRE%26dib_tag%3Dse%26keywords%3DCow%2Bghee%26qid%3D1774549584%26sr%3D8-21-spons%26aref%3DQGJG8rmBON%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=QGJG8rmBON&sp_cr=ZAZ,"₹2,049",4.2 out of 5 stars,True,Sponsored,True,,
