keyword,page_no,position_on_page,overall_position,asin,title,brand,link,price,rating,sponsored
glass air fryer,3,16,80,B0GSGLF8RF,"CELLO Airmate Modular Air Fryer with 5MM Borosilicate Glass Bowl 4L | 90% Less Fat Cooking, 1500W High Speed 360° Air Wave Technology | For Fry Bake Crisp Keep Warm, Cook Serve Store, Dishwasher Safe",M.R.P:,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNjk2MDE3OTQxNzMzNjU1OjE3NzQ1OTM2OTM6c3BfbXRmOjMwMTAwNDk1NTg0MDczMjo6MDo6&url=%2FCELLO-Borosilicate-1500W-Technology-Dishwasher%2Fdp%2FB0GSGLF8RF%2Fref%3Dsr_1_43_sspa%3Fcrid%3D2CNW8JLQNLBQA%26dib%3DeyJ2IjoiMSJ9.rWVVGw55g4ogwIQAhTAoC9W10wF-ID9L5bb12-txkfiLNYw11OuLfZmRBXzc0ZWti6PnW6-h-ByAM4gpVxQnJ4cs0Gf_1392aiy01zOASKSm0yTj8-8MEz8rO7QASdcSLoj6-rR1WqdSYHun447gLGbA_VIcEbsRc7DFoZsfT_k2dguJMzo5Z-LExxF_7DDxuAVKVmsTJ3oADzYNC3Nb3duPKYP6nIhU0gkzXTx6hL4.8ez8s5bAi5XRzvu5FdRC7efARTQqvNrBBKB4FJSCC1Y%26dib_tag%3Dse%26keywords%3Dglass%2Bair%2Bfryer%26qid%3D1774593693%26sprefix%3Dglass%2Bair%2Bfryer%252Caps%252C536%26sr%3D8-43-spons%26xpid%3Ds9zZkMAsYzr1W%26aref%3DuMOBkks86j%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=uMOBkks86j&sp_cr=ZAZ,"₹5,999",5.0 out of 5 stars,True
glass air fryer,3,17,81,B0GC5NQFHV,Kilig Nexa Core 4L 100% Toxin-Free Air Fryer | Exclusive StepChef™ Feature | Borosilicate Glass Basket | 8 Indian Presets |1800W Top & Bottom Heating | App Control | Wi-Fi Enabled Smart Air Fryer,100+ bought in past month,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNjk2MDE3OTQxNzMzNjU1OjE3NzQ1OTM2OTM6c3BfbXRmOjMwMDkwNzcxNTA5NDczMjo6MDo6&url=%2FToxin-Free-Exclusive-StepChefTM-Feature-Borosilicate%2Fdp%2FB0GC5NQFHV%2Fref%3Dsr_1_44_sspa%3Fcrid%3D2CNW8JLQNLBQA%26dib%3DeyJ2IjoiMSJ9.rWVVGw55g4ogwIQAhTAoC9W10wF-ID9L5bb12-txkfiLNYw11OuLfZmRBXzc0ZWti6PnW6-h-ByAM4gpVxQnJ4cs0Gf_1392aiy01zOASKSm0yTj8-8MEz8rO7QASdcSLoj6-rR1WqdSYHun447gLGbA_VIcEbsRc7DFoZsfT_k2dguJMzo5Z-LExxF_7DDxuAVKVmsTJ3oADzYNC3Nb3duPKYP6nIhU0gkzXTx6hL4.8ez8s5bAi5XRzvu5FdRC7efARTQqvNrBBKB4FJSCC1Y%26dib_tag%3Dse%26keywords%3Dglass%2Bair%2Bfryer%26qid%3D1774593693%26sprefix%3Dglass%2Bair%2Bfryer%252Caps%252C536%26sr%3D8-44-spons%26xpid%3Ds9zZkMAsYzr1W%26aref%3DCNEOVzG6Zl%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=CNEOVzG6Zl&sp_cr=ZAZ,"₹7,990",4.5 out of 5 stars,True
glass air fryer,3,18,82,B0DKPYTCZ4,"Non-toxic air fryer - 5-quart glass fryer with 360° visibility, self-cleaning, 400 F Vortex air fryer for even cooking, Teflon-free, 6-in-1 functions, rotisserie,",Save extra with No Cost EMI Save extra with No Cost EMI,https://www.amazon.in/Non-toxic-air-fryer-self-cleaning-Teflon-free/dp/B0DKPYTCZ4/ref=sr_1_45?crid=2CNW8JLQNLBQA&dib=eyJ2IjoiMSJ9.rWVVGw55g4ogwIQAhTAoC9W10wF-ID9L5bb12-txkfiLNYw11OuLfZmRBXzc0ZWti6PnW6-h-ByAM4gpVxQnJ4cs0Gf_1392aiy01zOASKSm0yTj8-8MEz8rO7QASdcSLoj6-rR1WqdSYHun447gLGbA_VIcEbsRc7DFoZsfT_k2dguJMzo5Z-LExxF_7DDxuAVKVmsTJ3oADzYNC3Nb3duPKYP6nIhU0gkzXTx6hL4.8ez8s5bAi5XRzvu5FdRC7efARTQqvNrBBKB4FJSCC1Y&dib_tag=se&keywords=glass+air+fryer&qid=1774593693&sprefix=glass+air+fryer%2Caps%2C536&sr=8-45&xpid=s9zZkMAsYzr1W,"₹44,744.52",4.0 out of 5 stars,True
glass air fryer,3,19,83,B0CXQ8R7G2,"Prestige Nutrifry 4.5L Digital Air Fryer| 80% less Oil Consumption | 8 Preset Menu | Fry, Grill, Roast, Bake, Reheat | Digital Display | 1200 Watts | Easy to Clean | 1Y Warranty | ISI Certified",600+ bought in past month,https://www.amazon.in/Prestige-Nutrifry-Electric-Digital-Consumption/dp/B0CXQ8R7G2/ref=sr_1_46?crid=2CNW8JLQNLBQA&dib=eyJ2IjoiMSJ9.rWVVGw55g4ogwIQAhTAoC9W10wF-ID9L5bb12-txkfiLNYw11OuLfZmRBXzc0ZWti6PnW6-h-ByAM4gpVxQnJ4cs0Gf_1392aiy01zOASKSm0yTj8-8MEz8rO7QASdcSLoj6-rR1WqdSYHun447gLGbA_VIcEbsRc7DFoZsfT_k2dguJMzo5Z-LExxF_7DDxuAVKVmsTJ3oADzYNC3Nb3duPKYP6nIhU0gkzXTx6hL4.8ez8s5bAi5XRzvu5FdRC7efARTQqvNrBBKB4FJSCC1Y&dib_tag=se&keywords=glass+air+fryer&qid=1774593693&sprefix=glass+air+fryer%2Caps%2C536&sr=8-46&xpid=s9zZkMAsYzr1W,"₹3,684",3.7 out of 5 stars,True
glass air fryer,3,20,84,B007P6SAZ4,"Big Boss 16Qt Large Glass Air Fryer Non Toxic – Family Sized Large Halogen Oven Cooker with 3 Cooking Sections, Stainless Steel Racks, French Fries, Chicken, No Preheat, Self Cleaning, Dishwasher Safe",FREE delivery 11 - 14 Apr,https://www.amazon.in/Big-Boss-Oil-Less-Fryer-Silver/dp/B007P6SAZ4/ref=sr_1_47?crid=2CNW8JLQNLBQA&dib=eyJ2IjoiMSJ9.rWVVGw55g4ogwIQAhTAoC9W10wF-ID9L5bb12-txkfiLNYw11OuLfZmRBXzc0ZWti6PnW6-h-ByAM4gpVxQnJ4cs0Gf_1392aiy01zOASKSm0yTj8-8MEz8rO7QASdcSLoj6-rR1WqdSYHun447gLGbA_VIcEbsRc7DFoZsfT_k2dguJMzo5Z-LExxF_7DDxuAVKVmsTJ3oADzYNC3Nb3duPKYP6nIhU0gkzXTx6hL4.8ez8s5bAi5XRzvu5FdRC7efARTQqvNrBBKB4FJSCC1Y&dib_tag=se&keywords=glass+air+fryer&qid=1774593693&sprefix=glass+air+fryer%2Caps%2C536&sr=8-47&xpid=s9zZkMAsYzr1W,"₹27,874.63",4.0 out of 5 stars,True
glass air fryer,3,21,85,B0FTSP3LM6,"NESTER Full Stack Steamlock SS430 Stainless Steel Air Fryer Oven 16L | 1750W Steam + Air Fry | Multi-Function - Air Fryer, Reheat, Bake, Toast, Pizza,and Snacks | Adjustable Temperature & Timer",M.R.P:,https://www.amazon.in/NESTER-Stack-Steamlock-Stainless-Multi-Function/dp/B0FTSP3LM6/ref=sr_1_48?crid=2CNW8JLQNLBQA&dib=eyJ2IjoiMSJ9.rWVVGw55g4ogwIQAhTAoC9W10wF-ID9L5bb12-txkfiLNYw11OuLfZmRBXzc0ZWti6PnW6-h-ByAM4gpVxQnJ4cs0Gf_1392aiy01zOASKSm0yTj8-8MEz8rO7QASdcSLoj6-rR1WqdSYHun447gLGbA_VIcEbsRc7DFoZsfT_k2dguJMzo5Z-LExxF_7DDxuAVKVmsTJ3oADzYNC3Nb3duPKYP6nIhU0gkzXTx6hL4.8ez8s5bAi5XRzvu5FdRC7efARTQqvNrBBKB4FJSCC1Y&dib_tag=se&keywords=glass+air+fryer&qid=1774593693&sprefix=glass+air+fryer%2Caps%2C536&sr=8-48&xpid=s9zZkMAsYzr1W,"₹18,997",4.3 out of 5 stars,True
glass air fryer,3,22,86,B0D97MQ495,"Prestige Multi-Chef All-in-One Air Fryer |80% less Oil Consumption|6.5L Capacity |1200 Watts Power|Airfry,Oven, Toast, Grill|See Through Lid|Advance Digital Display|Even Heat Distribution|Black",50+ bought in past month,https://www.amazon.in/Prestige-Multi-Chef-Consumption-Capacity-Distribution/dp/B0D97MQ495/ref=sr_1_49?crid=2CNW8JLQNLBQA&dib=eyJ2IjoiMSJ9.rWVVGw55g4ogwIQAhTAoC9W10wF-ID9L5bb12-txkfiLNYw11OuLfZmRBXzc0ZWti6PnW6-h-ByAM4gpVxQnJ4cs0Gf_1392aiy01zOASKSm0yTj8-8MEz8rO7QASdcSLoj6-rR1WqdSYHun447gLGbA_VIcEbsRc7DFoZsfT_k2dguJMzo5Z-LExxF_7DDxuAVKVmsTJ3oADzYNC3Nb3duPKYP6nIhU0gkzXTx6hL4.8ez8s5bAi5XRzvu5FdRC7efARTQqvNrBBKB4FJSCC1Y&dib_tag=se&keywords=glass+air+fryer&qid=1774593693&sprefix=glass+air+fryer%2Caps%2C536&sr=8-49&xpid=s9zZkMAsYzr1W,"₹4,895",4.0 out of 5 stars,True
glass air fryer,3,23,87,B0D4ZFBS5V,"INALSA Air fryer,Oven,Steamer,Rotisserie,Convection|1700 W & 15 L|9 Accessories|Air Fry,Roast,Grill,Steam Vegetables,Idli,Momos,Sanitize|Self Clean Function|2 Yr Warranty(Aero Smart N Steam) White",100+ bought in past month,https://www.amazon.in/Rotisserie-Accessories-Steam-Aero-Smart/dp/B0D4ZFBS5V/ref=sr_1_50?crid=2CNW8JLQNLBQA&dib=eyJ2IjoiMSJ9.rWVVGw55g4ogwIQAhTAoC9W10wF-ID9L5bb12-txkfiLNYw11OuLfZmRBXzc0ZWti6PnW6-h-ByAM4gpVxQnJ4cs0Gf_1392aiy01zOASKSm0yTj8-8MEz8rO7QASdcSLoj6-rR1WqdSYHun447gLGbA_VIcEbsRc7DFoZsfT_k2dguJMzo5Z-LExxF_7DDxuAVKVmsTJ3oADzYNC3Nb3duPKYP6nIhU0gkzXTx6hL4.8ez8s5bAi5XRzvu5FdRC7efARTQqvNrBBKB4FJSCC1Y&dib_tag=se&keywords=glass+air+fryer&qid=1774593693&sprefix=glass+air+fryer%2Caps%2C536&sr=8-50&xpid=s9zZkMAsYzr1W,"₹16,999",4.0 out of 5 stars,True
glass air fryer,3,24,88,B0FH1WPYMX,Havells Prolife Brio Air Fryer 4.2 L| Aero Crisp Technology for Air Circulation| See Through Window| Non-Stick Silicon Coated Basket| Adjustable Temperature and Time| 2Yr Door Step Warranty by Havells,100+ bought in past month,https://www.amazon.in/Havells-Technology-Circulation-Adjustable-Temperature/dp/B0FH1WPYMX/ref=sr_1_51?crid=2CNW8JLQNLBQA&dib=eyJ2IjoiMSJ9.rWVVGw55g4ogwIQAhTAoC9W10wF-ID9L5bb12-txkfiLNYw11OuLfZmRBXzc0ZWti6PnW6-h-ByAM4gpVxQnJ4cs0Gf_1392aiy01zOASKSm0yTj8-8MEz8rO7QASdcSLoj6-rR1WqdSYHun447gLGbA_VIcEbsRc7DFoZsfT_k2dguJMzo5Z-LExxF_7DDxuAVKVmsTJ3oADzYNC3Nb3duPKYP6nIhU0gkzXTx6hL4.8ez8s5bAi5XRzvu5FdRC7efARTQqvNrBBKB4FJSCC1Y&dib_tag=se&keywords=glass+air+fryer&qid=1774593693&sprefix=glass+air+fryer%2Caps%2C536&sr=8-51&xpid=s9zZkMAsYzr1W,"₹4,499",4.4 out of 5 stars,True
glass air fryer,3,25,89,B0DFWSRR26,"KAFF KFR12 Digital Air Fryer Oven with 360° High Speed Air Circulation Technology -1800W| Bake, Grill & Roast|Digital LED Display & Touch Control Panel (12L, Silver & Black)",M.R.P:,https://www.amazon.in/KAFF-KFR12-Rotisserie-Electric-Cholesterol/dp/B0DFWSRR26/ref=sr_1_52?crid=2CNW8JLQNLBQA&dib=eyJ2IjoiMSJ9.rWVVGw55g4ogwIQAhTAoC9W10wF-ID9L5bb12-txkfiLNYw11OuLfZmRBXzc0ZWti6PnW6-h-ByAM4gpVxQnJ4cs0Gf_1392aiy01zOASKSm0yTj8-8MEz8rO7QASdcSLoj6-rR1WqdSYHun447gLGbA_VIcEbsRc7DFoZsfT_k2dguJMzo5Z-LExxF_7DDxuAVKVmsTJ3oADzYNC3Nb3duPKYP6nIhU0gkzXTx6hL4.8ez8s5bAi5XRzvu5FdRC7efARTQqvNrBBKB4FJSCC1Y&dib_tag=se&keywords=glass+air+fryer&qid=1774593693&sprefix=glass+air+fryer%2Caps%2C536&sr=8-52&xpid=s9zZkMAsYzr1W,"₹8,820",4.3 out of 5 stars,True
glass air fryer,3,26,90,B0FXLKG1XR,"NUUK BRĪSK 6.5L 100% Toxin-Free Ceramic Air Fryer | ILAG® CeramicTech™ | No Micro plastics, No PTFE, PFAS, PFOA | 8 Cooking Presets | Digital Display | Shake Reminder | 360° Even Cooking",50+ bought in past month,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNjk2MDE3OTQxNzMzNjU1OjE3NzQ1OTM2OTM6c3BfYnRmOjMwMDg0MTIwMjI4MTgzMjo6MDo6&url=%2FNUUK-Toxin-Free-CeramicTechTM-plastics-Reminder%2Fdp%2FB0FXLKG1XR%2Fref%3Dsr_1_53_sspa%3Fcrid%3D2CNW8JLQNLBQA%26dib%3DeyJ2IjoiMSJ9.rWVVGw55g4ogwIQAhTAoC9W10wF-ID9L5bb12-txkfiLNYw11OuLfZmRBXzc0ZWti6PnW6-h-ByAM4gpVxQnJ4cs0Gf_1392aiy01zOASKSm0yTj8-8MEz8rO7QASdcSLoj6-rR1WqdSYHun447gLGbA_VIcEbsRc7DFoZsfT_k2dguJMzo5Z-LExxF_7DDxuAVKVmsTJ3oADzYNC3Nb3duPKYP6nIhU0gkzXTx6hL4.8ez8s5bAi5XRzvu5FdRC7efARTQqvNrBBKB4FJSCC1Y%26dib_tag%3Dse%26keywords%3Dglass%2Bair%2Bfryer%26qid%3D1774593693%26sprefix%3Dglass%2Bair%2Bfryer%252Caps%252C536%26sr%3D8-53-spons%26xpid%3Ds9zZkMAsYzr1W%26aref%3DgAAfJ563D4%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=gAAfJ563D4&sp_cr=ZAZ,"₹8,999",4.5 out of 5 stars,True
glass air fryer,3,27,91,B0D14861L9,"PHILIPS Air Fryer NA130/00, uses up to 90% less fat, 1700W, 6.2 Liter, with Rapid Air Technology (Black), Extra Large",1K+ bought in past month,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNjk2MDE3OTQxNzMzNjU1OjE3NzQ1OTM2OTM6c3BfYnRmOjMwMDczMzgzMTk1ODkzMjo6MDo6&url=%2FPHILIPS-Fryer-NA130-00-Technology%2Fdp%2FB0D14861L9%2Fref%3Dsr_1_54_sspa%3Fcrid%3D2CNW8JLQNLBQA%26dib%3DeyJ2IjoiMSJ9.rWVVGw55g4ogwIQAhTAoC9W10wF-ID9L5bb12-txkfiLNYw11OuLfZmRBXzc0ZWti6PnW6-h-ByAM4gpVxQnJ4cs0Gf_1392aiy01zOASKSm0yTj8-8MEz8rO7QASdcSLoj6-rR1WqdSYHun447gLGbA_VIcEbsRc7DFoZsfT_k2dguJMzo5Z-LExxF_7DDxuAVKVmsTJ3oADzYNC3Nb3duPKYP6nIhU0gkzXTx6hL4.8ez8s5bAi5XRzvu5FdRC7efARTQqvNrBBKB4FJSCC1Y%26dib_tag%3Dse%26keywords%3Dglass%2Bair%2Bfryer%26qid%3D1774593693%26sprefix%3Dglass%2Bair%2Bfryer%252Caps%252C536%26sr%3D8-54-spons%26xpid%3Ds9zZkMAsYzr1W%26aref%3DYXyREhIU6C%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=YXyREhIU6C&sp_cr=ZAZ,"₹6,619",4.3 out of 5 stars,True
glass air fryer,3,28,92,B0FWY6L1P5,Ninja Double Stack Dual Zone Digital Air Fryer SL300IN | 2470W| Cook 4 Foods at Once |7.6L Family Size Vertical Design | 6 Cooking Functions | Oil-Free Fryer | Black,"( ₹21,49,900 ₹21,49,900/100 g)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NzM4NDAyMjU3ODg3MzEzOjE3NzQ1OTM2OTM6c3Bfc2VhcmNoX3RoZW1hdGljX2J0ZjozMDEwMDAyMTg5MzU2MzI6OjA6Og&url=%2FNinja-SL300IN-Vertical-Functions-Oil-Free%2Fdp%2FB0FWY6L1P5%2Fref%3Dsxbs_pa_sp_search_thematic_btf_sspa%3Fcontent-id%3Damzn1.sym.5298acb7-37ab-4bc0-a659-56dfae35672f%253Aamzn1.sym.5298acb7-37ab-4bc0-a659-56dfae35672f%26crid%3D2CNW8JLQNLBQA%26cv_ct_cx%3Dglass%2Bair%2Bfryer%26keywords%3Dglass%2Bair%2Bfryer%26pd_rd_i%3DB0FWY6L1P5%26pd_rd_r%3Dac5e04b5-66ac-46c8-a450-0e2e80efd6ad%26pd_rd_w%3Dx3gk3%26pd_rd_wg%3DZUxWm%26pf_rd_p%3D5298acb7-37ab-4bc0-a659-56dfae35672f%26pf_rd_r%3DZ9S78BJJ4GDMB3V72HDB%26qid%3D1774593693%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dglass%2Bair%2Bfryer%252Caps%252C536%26sr%3D1-33-39d2cf51-924d-44a4-921d-0c8fa4cce3c9-spons%26xpid%3Ds9zZkMAsYzr1W%26aref%3DzV3aqBPhkd%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWNfYnRm%26psc%3D1&aref=zV3aqBPhkd&sp_cr=ZAZ,"₹21,499",4.6 out of 5 stars,True
glass air fryer,3,29,93,B0FWY8TT1X,"Ninja Combi (SFP701IN) 14-in-1 Multi-Cooker, Oven, & Air Fryer (12.5L) –, HyperSteam & Air Fry Technology, Cooks 3-Part Family Meals in 15 Mins, Healthy Oil-Free Cooking, Digital Display, SS cavity",M.R.P:,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NzM4NDAyMjU3ODg3MzEzOjE3NzQ1OTM2OTM6c3Bfc2VhcmNoX3RoZW1hdGljX2J0ZjozMDEwMDAyMTg5MzU3MzI6OjE6Og&url=%2FNinja-SFP701IN-Multi-Cooker-HyperSteam-Technology%2Fdp%2FB0FWY8TT1X%2Fref%3Dsxbs_pa_sp_search_thematic_btf_sspa%3Fcontent-id%3Damzn1.sym.5298acb7-37ab-4bc0-a659-56dfae35672f%253Aamzn1.sym.5298acb7-37ab-4bc0-a659-56dfae35672f%26crid%3D2CNW8JLQNLBQA%26cv_ct_cx%3Dglass%2Bair%2Bfryer%26keywords%3Dglass%2Bair%2Bfryer%26pd_rd_i%3DB0FWY8TT1X%26pd_rd_r%3Dac5e04b5-66ac-46c8-a450-0e2e80efd6ad%26pd_rd_w%3Dx3gk3%26pd_rd_wg%3DZUxWm%26pf_rd_p%3D5298acb7-37ab-4bc0-a659-56dfae35672f%26pf_rd_r%3DZ9S78BJJ4GDMB3V72HDB%26qid%3D1774593693%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dglass%2Bair%2Bfryer%252Caps%252C536%26sr%3D1-34-39d2cf51-924d-44a4-921d-0c8fa4cce3c9-spons%26xpid%3Ds9zZkMAsYzr1W%26aref%3D6IX9xEnCNV%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWNfYnRm%26psc%3D1&aref=6IX9xEnCNV&sp_cr=ZAZ,"₹25,999",4.7 out of 5 stars,True
glass air fryer,3,30,94,B0CNT56SFG,"Nutricook Steami X 24L Black (Steam + Air Fryer Oven) with 10-in-1 functions like Steam Cook, Steam Roast, Air Fry, Bake, Sterilize & more. Steam + Convection technology, 2200W power, 2-year warranty",200+ bought in past month,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NzM4NDAyMjU3ODg3MzEzOjE3NzQ1OTM2OTM6c3Bfc2VhcmNoX3RoZW1hdGljX2J0ZjozMDA0NzU4NjM0MjUyMzI6OjI6Og&url=%2FAir-Fryer-Oven-Convection-Technology%2Fdp%2FB0CNT56SFG%2Fref%3Dsxbs_pa_sp_search_thematic_btf_sspa%3Fcontent-id%3Damzn1.sym.5298acb7-37ab-4bc0-a659-56dfae35672f%253Aamzn1.sym.5298acb7-37ab-4bc0-a659-56dfae35672f%26crid%3D2CNW8JLQNLBQA%26cv_ct_cx%3Dglass%2Bair%2Bfryer%26keywords%3Dglass%2Bair%2Bfryer%26pd_rd_i%3DB0CNT56SFG%26pd_rd_r%3Dac5e04b5-66ac-46c8-a450-0e2e80efd6ad%26pd_rd_w%3Dx3gk3%26pd_rd_wg%3DZUxWm%26pf_rd_p%3D5298acb7-37ab-4bc0-a659-56dfae35672f%26pf_rd_r%3DZ9S78BJJ4GDMB3V72HDB%26qid%3D1774593693%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dglass%2Bair%2Bfryer%252Caps%252C536%26sr%3D1-35-39d2cf51-924d-44a4-921d-0c8fa4cce3c9-spons%26xpid%3Ds9zZkMAsYzr1W%26aref%3DvWPvftYxGQ%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWNfYnRm%26psc%3D1&aref=vWPvftYxGQ&sp_cr=ZAZ,"₹19,999",4.4 out of 5 stars,True
glass air fryer,3,31,95,B0FXLKG1XR,"NUUK BRĪSK 6.5L 100% Toxin-Free Ceramic Air Fryer | ILAG® CeramicTech™ | No Micro plastics, No PTFE, PFAS, PFOA | 8 Cooking Presets | Digital Display | Shake Reminder | 360° Even Cooking",50+ bought in past month,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NzM4NDAyMjU3ODg3MzEzOjE3NzQ1OTM2OTM6c3Bfc2VhcmNoX3RoZW1hdGljX2J0ZjozMDA5NTI5MDMxMDIzMzI6OjM6Og&url=%2FNUUK-Toxin-Free-CeramicTechTM-plastics-Reminder%2Fdp%2FB0FXLKG1XR%2Fref%3Dsxbs_pa_sp_search_thematic_btf_sspa%3Fcontent-id%3Damzn1.sym.5298acb7-37ab-4bc0-a659-56dfae35672f%253Aamzn1.sym.5298acb7-37ab-4bc0-a659-56dfae35672f%26crid%3D2CNW8JLQNLBQA%26cv_ct_cx%3Dglass%2Bair%2Bfryer%26keywords%3Dglass%2Bair%2Bfryer%26pd_rd_i%3DB0FXLKG1XR%26pd_rd_r%3Dac5e04b5-66ac-46c8-a450-0e2e80efd6ad%26pd_rd_w%3Dx3gk3%26pd_rd_wg%3DZUxWm%26pf_rd_p%3D5298acb7-37ab-4bc0-a659-56dfae35672f%26pf_rd_r%3DZ9S78BJJ4GDMB3V72HDB%26qid%3D1774593693%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dglass%2Bair%2Bfryer%252Caps%252C536%26sr%3D1-36-39d2cf51-924d-44a4-921d-0c8fa4cce3c9-spons%26xpid%3Ds9zZkMAsYzr1W%26aref%3DZ7WhrOXRri%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWNfYnRm%26psc%3D1&aref=Z7WhrOXRri&sp_cr=ZAZ,"₹8,999",4.5 out of 5 stars,True
glass air fryer,3,32,96,B0DN162F92,"Nutricook 5L Air Fryer Slim (2025) with 100% Toxin-Free Ceramic Coating—No PTFE, PFAS, PFOA or Microplastics, Clear Window, Light & Large Basket | 1500W, 4 Presets, 2-Year Warranty",1K+ bought in past month,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NzM4NDAyMjU3ODg3MzEzOjE3NzQ1OTM2OTM6c3Bfc2VhcmNoX3RoZW1hdGljX2J0ZjozMDA0MTc0MzM5Mjc5MzI6OjQ6Og&url=%2FNutricook-Warranty-Toxin-Free-Coating-No-Microplastics%2Fdp%2FB0DN162F92%2Fref%3Dsxbs_pa_sp_search_thematic_btf_sspa%3Fcontent-id%3Damzn1.sym.5298acb7-37ab-4bc0-a659-56dfae35672f%253Aamzn1.sym.5298acb7-37ab-4bc0-a659-56dfae35672f%26crid%3D2CNW8JLQNLBQA%26cv_ct_cx%3Dglass%2Bair%2Bfryer%26keywords%3Dglass%2Bair%2Bfryer%26pd_rd_i%3DB0DN162F92%26pd_rd_r%3Dac5e04b5-66ac-46c8-a450-0e2e80efd6ad%26pd_rd_w%3Dx3gk3%26pd_rd_wg%3DZUxWm%26pf_rd_p%3D5298acb7-37ab-4bc0-a659-56dfae35672f%26pf_rd_r%3DZ9S78BJJ4GDMB3V72HDB%26qid%3D1774593693%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dglass%2Bair%2Bfryer%252Caps%252C536%26sr%3D1-37-39d2cf51-924d-44a4-921d-0c8fa4cce3c9-spons%26xpid%3Ds9zZkMAsYzr1W%26aref%3D0KnlGcenKg%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWNfYnRm%26psc%3D1&aref=0KnlGcenKg&sp_cr=ZAZ,"₹5,499",4.6 out of 5 stars,True
